QueryNumber;DocInfos
3;[160, '1029', 0.013428747916866069]
3;[161, '758', 0.01339101901168144]
3;[162, '710', 0.013362679614157864]
3;[163, '747', 0.013356114725237421]
3;[164, '749', 0.013353715553095296]
3;[165, '886', 0.01320699528093911]
3;[166, '221', 0.012991540372694399]
3;[167, '11', 0.012933572430828894]
3;[168, '522', 0.01279383703607999]
3;[169, '1019', 0.012689500697855762]
3;[170, '585', 0.01254944766833548]
3;[171, '578', 0.01254337443650135]
3;[172, '632', 0.012493442779320893]
3;[173, '668', 0.012456023507934327]
3;[174, '575', 0.012353353106509044]
3;[175, '195', 0.012248029548372367]
3;[176, '181', 0.012196086134743376]
3;[177, '1078', 0.012086972590546466]
3;[178, '1016', 0.012033604534790743]
3;[179, '1107', 0.012014533623309892]
3;[180, '1077', 0.011987120752062378]
3;[181, '821', 0.011957222544004067]
3;[182, '1191', 0.01191819823277833]
3;[183, '78', 0.011734513091953834]
3;[184, '3', 0.011728314085308935]
3;[185, '904', 0.011634674854972204]
3;[186, '616', 0.011525406853667063]
3;[187, '565', 0.01149945568003885]
3;[188, '355', 0.011446902848983129]
3;[189, '614', 0.01124730495836147]
3;[190, '1076', 0.011184852020172059]
3;[191, '1027', 0.011162519922930794]
3;[192, '466', 0.011137680367530258]
3;[193, '633', 0.01105446011507544]
3;[194, '561', 0.011054342602129282]
3;[195, '356', 0.01102286660089455]
3;[196, '999', 0.01096108028209317]
3;[197, '319', 0.010923781849344595]
3;[198, '335', 0.010882160023129991]
3;[199, '909', 0.010856921875928542]
3;[200, '901', 0.010836242436935834]
3;[201, '1196', 0.010776477166734804]
3;[202, '417', 0.010526832565532423]
3;[203, '1203', 0.01046712989207128]
3;[204, '364', 0.010452931565409012]
3;[205, '957', 0.01030764160499768]
3;[206, '750', 0.01030409018702513]
3;[207, '137', 0.01025196443276808]
3;[208, '1231', 0.010249978754669344]
3;[209, '506', 0.010124494555116416]
3;[210, '849', 0.010014356478180785]
3;[211, '905', 0.009919664659635733]
3;[212, '349', 0.009880921115624884]
3;[213, '236', 0.00987628029176049]
3;[214, '48', 0.009814563254807366]
3;[215, '1021', 0.00954069064205719]
3;[216, '312', 0.009475741023545835]
3;[217, '956', 0.009359796939502143]
3;[218, '245', 0.009329768055611781]
3;[219, '892', 0.009306348515917856]
3;[220, '635', 0.009286556899111847]
3;[221, '134', 0.009249490090472847]
3;[222, '776', 0.009083474776338496]
3;[223, '702', 0.009070789515052895]
3;[224, '458', 0.009015275137003328]
3;[225, '678', 0.008922322468300048]
3;[226, '416', 0.008900722824424785]
3;[227, '424', 0.008759595940268032]
3;[228, '453', 0.008740008098141327]
3;[229, '647', 0.00871555453108671]
3;[230, '998', 0.008693766894453036]
3;[231, '868', 0.008684627159463394]
3;[232, '372', 0.008643712340749543]
3;[233, '674', 0.008641819980654181]
3;[234, '608', 0.00862499156502032]
3;[235, '234', 0.008563054073181591]
3;[236, '1110', 0.008558334460285812]
3;[237, '885', 0.008556597998866364]
3;[238, '341', 0.008551806898400773]
3;[239, '653', 0.00849093968240654]
3;[240, '535', 0.008380888231627918]
3;[241, '867', 0.008293310397836401]
3;[242, '803', 0.008207734414348243]
3;[243, '255', 0.00812269051365625]
3;[244, '622', 0.008119373717969603]
3;[245, '994', 0.007866233214990808]
3;[246, '981', 0.007774685828949809]
3;[247, '1014', 0.0077580976526943155]
3;[248, '1200', 0.0077227044221597286]
3;[249, '1075', 0.007595530775294445]
3;[250, '982', 0.007544558484722685]
3;[251, '744', 0.0074978478696594]
3;[252, '1046', 0.0074610783590707995]
3;[253, '345', 0.007351494128890394]
3;[254, '969', 0.00720607081212443]
3;[255, '795', 0.007086151097680824]
3;[256, '660', 0.00704127967141137]
3;[257, '553', 0.006998069931693152]
3;[258, '748', 0.006897464567567259]
3;[259, '411', 0.006601103630708213]
3;[260, '263', 0.00657310162392157]
3;[261, '1000', 0.0064549535868180545]
3;[262, '738', 0.006256727320733467]
3;[263, '205', 0.005973364282675004]
3;[264, '306', 0.00588790504600342]
3;[265, '414', 0.005885545877074218]
3;[266, '521', 0.005855485525560661]
3;[267, '1038', 0.00580010011422345]
3;[268, '235', 0.0056882130204043285]
3;[269, '794', 0.0056252264403054844]
3;[270, '295', 0.005439557369358445]
3;[271, '1121', 0.005398976074760118]
3;[272, '955', 0.00533778456437397]
3;[273, '1149', 0.005084158096302316]
3;[274, '667', 0.004619855936454481]
4;[1, '357', 0.2646760639812606]
4;[2, '604', 0.22566206301247246]
4;[3, '876', 0.19563389961895752]
4;[4, '715', 0.14846347704851237]
4;[5, '867', 0.1191469689536512]
4;[6, '1030', 0.10773738563099958]
4;[7, '725', 0.09521934401361035]
4;[8, '1197', 0.08324093087019768]
4;[9, '539', 0.07233859482452193]
4;[10, '924', 0.06585321361799323]
4;[11, '758', 0.0641279637806556]
4;[12, '662', 0.06092265190791694]
4;[13, '1016', 0.028813735350708643]
6;[1, '31', 0.18554411313551256]
6;[2, '577', 0.15960724037461335]
6;[3, '805', 0.1287926790499579]
6;[4, '802', 0.114176302922504]
6;[5, '986', 0.11344034617291734]
6;[6, '546', 0.11292824215383647]
6;[7, '980', 0.1080411363255993]
6;[8, '347', 0.10112116150740925]
6;[9, '463', 0.09997423447790016]
6;[10, '1149', 0.09714043969026478]
6;[11, '447', 0.09425563375979078]
6;[12, '820', 0.09367175712960728]
6;[13, '1048', 0.08320859188203289]
6;[14, '1221', 0.08124252542117856]
6;[15, '887', 0.07487257961616095]
6;[16, '976', 0.07301290892132858]
6;[17, '341', 0.07237682653537679]
6;[18, '988', 0.0719395002343064]
6;[19, '629', 0.06843641550651618]
6;[20, '369', 0.06759676279361711]
6;[21, '1005', 0.06598686092897514]
6;[22, '47', 0.06492550309732256]
6;[23, '987', 0.06413830738598478]
6;[24, '323', 0.06391267229401895]
6;[25, '912', 0.06060966646088139]
6;[26, '1078', 0.06006445869933141]
6;[27, '698', 0.05974082296099375]
6;[28, '61', 0.05624940806125009]
6;[29, '459', 0.055857922616378244]
6;[30, '458', 0.05561438806856768]
6;[31, '563', 0.05468656492932463]
6;[32, '734', 0.053587314132578244]
6;[33, '1104', 0.05321513812004088]
6;[34, '414', 0.052932384769925]
6;[35, '823', 0.05289790139052648]
6;[36, '55', 0.05261283187843078]
6;[37, '1035', 0.05200856117484962]
6;[38, '340', 0.05168411297821207]
6;[39, '753', 0.050713880370107475]
6;[40, '1227', 0.05038102612261636]
6;[41, '524', 0.05037499228629021]
6;[42, '27', 0.04945553299094581]
6;[43, '917', 0.047479359481222734]
6;[44, '253', 0.047126062537396]
6;[45, '580', 0.046933490660298754]
6;[46, '1049', 0.04645328018742899]
6;[47, '945', 0.04557350276228799]
6;[48, '161', 0.04540466762284255]
6;[49, '876', 0.04515211908350758]
6;[50, '790', 0.04448664495712889]
6;[51, '550', 0.04410231163604859]
6;[52, '401', 0.044039630088460416]
6;[53, '1092', 0.0436262177631933]
6;[54, '316', 0.04305649376162582]
6;[55, '1229', 0.04301445750759433]
6;[56, '865', 0.04254832321251095]
6;[57, '1086', 0.041730422027068795]
6;[58, '531', 0.04087755508499133]
6;[59, '1228', 0.04056281763550767]
6;[60, '429', 0.040427366822887646]
6;[61, '637', 0.038956840736941264]
6;[62, '989', 0.03862249340165861]
6;[63, '1071', 0.038565108461630006]
6;[64, '318', 0.03836640921857518]
6;[65, '676', 0.03768735860719847]
6;[66, '1090', 0.03694526210969807]
6;[67, '1012', 0.03638013917699546]
6;[68, '1215', 0.035749408133316764]
6;[69, '307', 0.03571996620772134]
6;[70, '533', 0.03564831177542405]
6;[71, '626', 0.03548226694129427]
6;[72, '25', 0.035324860815940946]
6;[73, '742', 0.034179546906833974]
6;[74, '1029', 0.03336610836973315]
6;[75, '522', 0.03305622531486994]
6;[76, '1063', 0.03272008193634098]
6;[77, '1118', 0.03243142902032807]
6;[78, '11', 0.03213575696009798]
6;[79, '787', 0.0315602131480767]
6;[80, '1032', 0.03134552679981328]
6;[81, '1226', 0.031316438402982476]
6;[82, '28', 0.030918310343114663]
6;[83, '1191', 0.030793783367645353]
6;[84, '229', 0.030460290672424794]
6;[85, '479', 0.029697352265967984]
6;[86, '80', 0.02967575167830093]
6;[87, '958', 0.029496638774481936]
6;[88, '225', 0.029374031489096945]
6;[89, '166', 0.029286106109676625]
6;[90, '374', 0.02868090458285678]
6;[91, '1042', 0.02843778866589626]
6;[92, '1076', 0.027790750628043946]
6;[93, '211', 0.027447160782078088]
6;[94, '457', 0.02678788146186366]
6;[95, '1115', 0.02651387499647159]
6;[96, '358', 0.02591415099171134]
6;[97, '199', 0.025830994003065856]
6;[98, '792', 0.025616448494934416]
6;[99, '957', 0.025611165609621966]
6;[100, '137', 0.025472825790166423]
6;[101, '754', 0.02541300993946605]
6;[102, '321', 0.025373025887496868]
6;[103, '1112', 0.025242908281961886]
6;[104, '631', 0.024873934243510743]
6;[105, '460', 0.024849827690581628]
6;[106, '904', 0.024617044496505945]
6;[107, '515', 0.02454314815156799]
6;[108, '964', 0.024539664189678508]
6;[109, '1120', 0.024031703504615663]
6;[110, '134', 0.02389847765108077]
6;[111, '311', 0.02266671010275957]
6;[112, '554', 0.022431634690515435]
6;[113, '400', 0.02213429066820913]
6;[114, '1009', 0.022031876455448202]
6;[115, '918', 0.021896920888774138]
6;[116, '302', 0.02087376361248722]
6;[117, '324', 0.020865272406365234]
6;[118, '223', 0.020632889478878466]
6;[119, '652', 0.0200456250589116]
6;[120, '334', 0.019534741194808955]
6;[121, '159', 0.01899283165761519]
6;[122, '765', 0.018638807130287056]
6;[123, '52', 0.018584802631287707]
6;[124, '540', 0.0185768265629292]
6;[125, '549', 0.018570435301003118]
6;[126, '611', 0.018520262031342015]
6;[127, '733', 0.018510490558069657]
6;[128, '523', 0.01845677078935427]
6;[129, '543', 0.018287749188820656]
6;[130, '871', 0.017961195752935852]
6;[131, '564', 0.017909741407108392]
6;[132, '1081', 0.017714721315086352]
6;[133, '956', 0.01744205794178435]
6;[134, '673', 0.01738132468226469]
6;[135, '970', 0.017357214718836497]
6;[136, '568', 0.01703764325220785]
6;[137, '386', 0.01696310401804934]
6;[138, '256', 0.01667675380025536]
6;[139, '758', 0.01663618210316338]
6;[140, '747', 0.016592819154835316]
6;[141, '651', 0.01609061565947161]
6;[142, '973', 0.015875019298541754]
6;[143, '892', 0.015626164635938595]
6;[144, '630', 0.015561087012818598]
6;[145, '1208', 0.015363099238989077]
6;[146, '49', 0.014989934661495601]
6;[147, '1016', 0.014949813470027646]
6;[148, '760', 0.014907609079469029]
6;[149, '869', 0.014766005455549073]
6;[150, '878', 0.014626582871116154]
6;[151, '943', 0.014624425189753458]
6;[152, '1199', 0.014507761197542893]
6;[153, '813', 0.014280476668984724]
6;[154, '749', 0.01412712491160612]
6;[155, '638', 0.014063769090434743]
6;[156, '532', 0.014009606836161015]
6;[157, '634', 0.013836487980816705]
6;[158, '840', 0.013825505110392091]
6;[159, '955', 0.013791562980252246]
6;[160, '999', 0.01361737500792322]
6;[161, '778', 0.013319940845032912]
6;[162, '738', 0.013238198469394882]
6;[163, '152', 0.013098191719766387]
6;[164, '1203', 0.013003721287383769]
6;[165, '950', 0.012926707056555511]
6;[166, '481', 0.012638238472887427]
6;[167, '696', 0.012588131685186509]
6;[168, '506', 0.012578052123925227]
6;[169, '766', 0.012316664096223486]
6;[170, '907', 0.012147898502624894]
6;[171, '308', 0.0119169703708594]
6;[172, '1003', 0.011568588435431185]
6;[173, '854', 0.011336698384215244]
6;[174, '677', 0.011185921103822542]
6;[175, '1188', 0.011058441658476763]
6;[176, '1151', 0.010879103585644133]
6;[177, '453', 0.010858050920319369]
6;[178, '848', 0.01083140165243563]
6;[179, '535', 0.010411902386666392]
6;[180, '43', 0.01014325081300665]
6;[181, '981', 0.00965879363866665]
6;[182, '1200', 0.00959421512163339]
6;[183, '314', 0.00914016147156638]
6;[184, '1207', 0.009098650492078553]
6;[185, '1043', 0.009058335137036183]
6;[186, '303', 0.009007928480062306]
6;[187, '969', 0.008952381157417207]
6;[188, '963', 0.008853005434464673]
6;[189, '7', 0.00816510456300361]
6;[190, '1034', 0.007861335909929263]
6;[191, '578', 0.007791560191639166]
6;[192, '575', 0.007673524758843511]
6;[193, '224', 0.007115176846665415]
6;[194, '993', 0.0071037190513214095]
6;[195, '251', 0.006156104742489561]
6;[196, '1197', 0.004318899908096486]
7;[1, '624', 0.06324455840463142]
7;[2, '51', 0.058397052614946834]
7;[3, '65', 0.05656765332933041]
7;[4, '55', 0.04946929336896857]
7;[5, '420', 0.04586636043636847]
7;[6, '853', 0.04413155998982847]
7;[7, '2', 0.04346872106297813]
7;[8, '766', 0.04292928887464066]
7;[9, '619', 0.042534707921344374]
7;[10, '1064', 0.04235738135626198]
7;[11, '1053', 0.04214642845407119]
7;[12, '958', 0.04112378861314964]
7;[13, '829', 0.04088268616446446]
7;[14, '655', 0.03974238642503832]
7;[15, '854', 0.03951365369864004]
7;[16, '523', 0.03859824569635686]
7;[17, '140', 0.03710736431821335]
7;[18, '972', 0.03681022750853759]
7;[19, '336', 0.0366742696576816]
7;[20, '421', 0.036477732689361796]
7;[21, '883', 0.035696438254120506]
7;[22, '754', 0.035430452153029354]
7;[23, '481', 0.035240099821219444]
