QueryNumber;DocInfos
1;[75, '758', 0.040988031804014675]
1;[76, '62', 0.040408801712656484]
1;[77, '552', 0.04037687339559348]
1;[78, '1201', 0.039944134919407306]
1;[79, '324', 0.039904576274784206]
1;[80, '734', 0.03924788368912822]
1;[81, '1215', 0.039148794592255565]
1;[82, '347', 0.03909882803516777]
1;[83, '943', 0.03901713446921125]
1;[84, '1145', 0.038904062417797106]
1;[85, '733', 0.03887165300121086]
1;[86, '651', 0.03886275041609053]
1;[87, '804', 0.03807618435807859]
1;[88, '676', 0.03779442328917694]
1;[89, '788', 0.03700435611505509]
1;[90, '543', 0.03616426726037868]
1;[91, '1062', 0.0361240633691038]
1;[92, '188', 0.035794803607937735]
1;[93, '55', 0.03538937079000642]
1;[94, '1029', 0.035386867769362534]
1;[95, '848', 0.03524836780390118]
1;[96, '386', 0.03493603493544038]
1;[97, '467', 0.034610495713225005]
1;[98, '429', 0.03456211207062391]
1;[99, '1227', 0.033858020244560826]
1;[100, '1005', 0.03347045508866829]
1;[101, '999', 0.03316443222303552]
1;[102, '550', 0.033001442565908715]
1;[103, '989', 0.03300101141791744]
1;[104, '805', 0.03296018309459086]
1;[105, '854', 0.03284328957686293]
1;[106, '346', 0.03264960160916023]
1;[107, '316', 0.03261223251848657]
1;[108, '964', 0.032536307899783234]
1;[109, '1110', 0.032253389659733914]
1;[110, '812', 0.031975944042837816]
1;[111, '539', 0.031734985173180776]
1;[112, '177', 0.03149905188609237]
1;[113, '876', 0.031070892693386386]
1;[114, '973', 0.030714684192402232]
1;[115, '402', 0.030638321380780858]
1;[116, '1199', 0.03038635419101162]
1;[117, '901', 0.030363016997681326]
1;[118, '969', 0.030351178052151487]
1;[119, '1059', 0.029551315293418062]
1;[120, '243', 0.029375804268571632]
1;[121, '840', 0.029355859279862496]
1;[122, '473', 0.029314896507409167]
1;[123, '114', 0.02916044491179384]
1;[124, '611', 0.02890291503615628]
1;[125, '878', 0.028851213244898814]
1;[126, '998', 0.028631085521969732]
1;[127, '1092', 0.028596373960223367]
1;[128, '677', 0.028546194342320627]
1;[129, '988', 0.028520656072809628]
1;[130, '524', 0.028467144088751072]
1;[131, '594', 0.028337895237591136]
1;[132, '1042', 0.027956378607637302]
1;[133, '144', 0.027927949450847415]
1;[134, '1118', 0.027718787344069445]
1;[135, '51', 0.027394598684221047]
1;[136, '271', 0.027160985892468955]
1;[137, '263', 0.027125380722691224]
1;[138, '766', 0.02671870088558271]
1;[139, '61', 0.026678705244192427]
1;[140, '122', 0.026584905137478743]
1;[141, '738', 0.026406906969713716]
1;[142, '1147', 0.026344570486911596]
1;[143, '1202', 0.026243170677988415]
1;[144, '256', 0.02621484773874831]
1;[145, '633', 0.025797592134576403]
1;[146, '806', 0.02577357694976748]
1;[147, '1149', 0.025597113308538286]
1;[148, '710', 0.025469633378976765]
1;[149, '852', 0.025384957657769477]
1;[150, '638', 0.025353702525629553]
1;[151, '634', 0.025053430696353962]
1;[152, '778', 0.024932073168096522]
1;[153, '172', 0.024921909453211093]
1;[154, '187', 0.024814535480492256]
1;[155, '427', 0.024779128306375985]
1;[156, '24', 0.024728131559595447]
1;[157, '1119', 0.024663691721858914]
1;[158, '181', 0.024642087108630886]
1;[159, '987', 0.024440305318756277]
1;[160, '546', 0.024248350246017934]
1;[161, '589', 0.024144737675345168]
1;[162, '1016', 0.024112019333868]
1;[163, '366', 0.024100237716673596]
1;[164, '614', 0.02404582020636717]
1;[165, '1205', 0.023730364673330194]
1;[166, '303', 0.023594902433925168]
1;[167, '47', 0.023565227502141916]
1;[168, '793', 0.023553697913091733]
1;[169, '7', 0.023483971861437684]
1;[170, '1077', 0.023409241376824208]
1;[171, '1124', 0.023063107752055736]
1;[172, '41', 0.023009482035171346]
1;[173, '722', 0.02275999141474715]
1;[174, '411', 0.022071498457639855]
1;[175, '870', 0.022011252689044518]
1;[176, '567', 0.021669431234500398]
1;[177, '639', 0.021636093169926585]
1;[178, '460', 0.021619285476233204]
1;[179, '577', 0.021166484809238176]
1;[180, '229', 0.021157070981183856]
1;[181, '422', 0.02114689279839403]
1;[182, '765', 0.021125818434939544]
1;[183, '780', 0.02112060737265744]
1;[184, '453', 0.021012033341389482]
1;[185, '851', 0.02099539201249626]
1;[186, '696', 0.020776800853906895]
1;[187, '421', 0.02075968365974982]
1;[188, '369', 0.02071378894098445]
1;[189, '725', 0.020636671198113844]
1;[190, '320', 0.02058489641948806]
1;[191, '205', 0.020477410735138115]
1;[192, '588', 0.02040510817966851]
1;[193, '790', 0.02025948697452197]
1;[194, '1104', 0.02010689169508883]
1;[195, '23', 0.020007869042200973]
1;[196, '1050', 0.01997493829889124]
1;[197, '1082', 0.019711437257389868]
1;[198, '80', 0.01966484959920924]
1;[199, '606', 0.019610396193064473]
1;[200, '784', 0.019558505674487664]
1;[201, '528', 0.01925837209458121]
1;[202, '1054', 0.019245791297503406]
1;[203, '1007', 0.01918502740568707]
1;[204, '1000', 0.019009693921841344]
1;[205, '100', 0.018986966175626143]
1;[206, '972', 0.018945098751748077]
1;[207, '6', 0.018703208929831006]
1;[208, '479', 0.018674967409569133]
1;[209, '1060', 0.018645548102711688]
1;[210, '652', 0.01861356600719649]
1;[211, '532', 0.01840408697385978]
1;[212, '466', 0.018360084172457967]
1;[213, '1067', 0.018322683368736135]
1;[214, '314', 0.01830931020977863]
1;[215, '204', 0.018281745374078395]
1;[216, '629', 0.01824183383829494]
1;[217, '661', 0.018122113074899117]
1;[218, '358', 0.018083523716765724]
1;[219, '829', 0.017918659975951618]
1;[220, '383', 0.017916240412020005]
1;[221, '737', 0.017899141806234725]
1;[222, '334', 0.017831667202599627]
1;[223, '26', 0.017789181643248178]
1;[224, '364', 0.017774539857362985]
1;[225, '59', 0.017750748323782917]
1;[226, '472', 0.017642998713993073]
1;[227, '160', 0.01757113602777946]
1;[228, '82', 0.017570507090583207]
1;[229, '295', 0.017475402691893096]
1;[230, '1121', 0.017463599190277134]
1;[231, '800', 0.01739435185550355]
1;[232, '231', 0.017250438859727824]
1;[233, '521', 0.016998075249494492]
1;[234, '394', 0.016952692331060473]
1;[235, '184', 0.016814155402756797]
1;[236, '562', 0.016777352033594033]
1;[237, '890', 0.016705534793821412]
1;[238, '1232', 0.01658721173403644]
1;[239, '469', 0.01649393376813926]
1;[240, '650', 0.016364477297884837]
1;[241, '174', 0.016301906485421083]
1;[242, '859', 0.016159160334778457]
1;[243, '305', 0.016101828248830455]
1;[244, '630', 0.016079439572601294]
1;[245, '1075', 0.016035045761176255]
1;[246, '349', 0.015907602537965283]
1;[247, '751', 0.015850589878101753]
1;[248, '623', 0.015728929524478845]
1;[249, '273', 0.01571324355222908]
1;[250, '357', 0.015709345146116275]
1;[251, '224', 0.015609667818351195]
1;[252, '667', 0.015576924468629225]
1;[253, '1', 0.015551733088972317]
1;[254, '1058', 0.015425497785874761]
1;[255, '462', 0.015351828217854427]
1;[256, '587', 0.015346558861612332]
1;[257, '536', 0.015260772159960264]
1;[258, '183', 0.015239255615149608]
1;[259, '228', 0.015090076940607487]
1;[260, '680', 0.014993758535324435]
1;[261, '141', 0.014934901043791245]
1;[262, '673', 0.01478525371434607]
1;[263, '89', 0.014756719752126583]
1;[264, '913', 0.014753471776282688]
1;[265, '447', 0.01467080143553012]
1;[266, '916', 0.014630994292284741]
1;[267, '631', 0.01442898790185549]
1;[268, '258', 0.014329365641705973]
1;[269, '1191', 0.014185908001683492]
1;[270, '372', 0.014131512996711067]
1;[271, '1009', 0.014099865202404197]
1;[272, '865', 0.013969449479276148]
1;[273, '698', 0.013735525976693202]
1;[274, '150', 0.013697537188365813]
1;[275, '391', 0.013635129307223964]
1;[276, '912', 0.013618112981384963]
1;[277, '688', 0.013529493509084481]
1;[278, '833', 0.013408113872613717]
1;[279, '211', 0.013346398965053926]
1;[280, '728', 0.013255502262767824]
1;[281, '657', 0.01321931832064063]
1;[282, '260', 0.013197406674121467]
1;[283, '1003', 0.013104930316890974]
1;[284, '727', 0.012980192069006054]
1;[285, '622', 0.012888217401677095]
1;[286, '1048', 0.012855662929487295]
1;[287, '1035', 0.012801362665570545]
1;[288, '1190', 0.012758657204752482]
1;[289, '887', 0.012703054016424489]
1;[290, '618', 0.012661398180569005]
1;[291, '223', 0.01262189330193377]
1;[292, '604', 0.012457523545911044]
1;[293, '858', 0.012253216446600834]
1;[294, '715', 0.012241918114730065]
1;[295, '907', 0.012142279969175317]
1;[296, '583', 0.012075673870703197]
1;[297, '1047', 0.012049607350177573]
1;[298, '892', 0.011993488849841145]
1;[299, '1125', 0.011899935865101446]
1;[300, '815', 0.011898519156842464]
1;[301, '884', 0.01151746057397702]
1;[302, '455', 0.01147956759158643]
1;[303, '31', 0.0114562476476038]
1;[304, '705', 0.011366784510877139]
1;[305, '747', 0.011236738265547134]
1;[306, '873', 0.011109403067261088]
1;[307, '965', 0.011079652718644641]
1;[308, '905', 0.011053131605851623]
1;[309, '579', 0.011011358431996512]
1;[310, '1239', 0.010929011628187043]
1;[311, '684', 0.01088385718103943]
1;[312, '1120', 0.010798677636297487]
1;[313, '782', 0.01076095620338746]
1;[314, '968', 0.010746035469016159]
1;[315, '190', 0.01063803396099881]
1;[316, '951', 0.010634167891016235]
1;[317, '1057', 0.010617983257183708]
1;[318, '899', 0.010589317040870246]
1;[319, '828', 0.010472997482793482]
1;[320, '885', 0.01045379682059194]
1;[321, '803', 0.01044720931060097]
1;[322, '1019', 0.010326911069645]
1;[323, '952', 0.010246563596362888]
1;[324, '555', 0.010223989881697012]
1;[325, '414', 0.010220480558434808]
1;[326, '195', 0.010188219588484157]
1;[327, '597', 0.010186275117448776]
1;[328, '675', 0.010065802729548908]
1;[329, '340', 0.010046601665735032]
1;[330, '1197', 0.010038037758804602]
1;[331, '668', 0.010027472987565398]
1;[332, '200', 0.010014332944950516]
1;[333, '842', 0.01000456553282935]
1;[334, '519', 0.009999722651068663]
1;[335, '904', 0.009900042626063707]
1;[336, '826', 0.009857507063296064]
1;[337, '304', 0.00984675806615731]
1;[338, '612', 0.009665241922377306]
1;[339, '672', 0.009630908026227927]
1;[340, '1024', 0.009618069084456258]
1;[341, '210', 0.0095855140779821]
1;[342, '563', 0.00955080708282304]
1;[343, '401', 0.009543711633101271]
1;[344, '775', 0.00951809737092091]
1;[345, '802', 0.00947977323540148]
1;[346, '906', 0.009471885927163642]
1;[347, '3', 0.009390180069824549]
1;[348, '700', 0.009389787276085505]
1;[349, '554', 0.009387388606353412]
1;[350, '323', 0.009352351400128285]
1;[351, '1017', 0.009341553090737465]
1;[352, '355', 0.009262694230020478]
1;[353, '764', 0.009204751174069102]
1;[354, '113', 0.009127920176634339]
1;[355, '695', 0.009098844753085807]
1;[356, '1214', 0.00899542005611016]
1;[357, '1086', 0.008927499930507987]
1;[358, '480', 0.00877425269275522]
1;[359, '167', 0.008743034581329882]
1;[360, '1101', 0.008729154513237013]
1;[361, '1070', 0.008635803727823207]
1;[362, '992', 0.008634075794502986]
1;[363, '961', 0.008574048154272996]
1;[364, '971', 0.008517783482867162]
1;[365, '64', 0.00849111321263093]
1;[366, '251', 0.008442228369655913]
1;[367, '199', 0.00841794562052671]
1;[368, '807', 0.008408849907112836]
1;[369, '883', 0.008341099499813973]
1;[370, '419', 0.008329786811876346]
1;[371, '4', 0.008321615934331532]
1;[372, '1025', 0.008305641877618997]
1;[373, '785', 0.008219071243633873]
1;[374, '1114', 0.008115132748593431]
1;[375, '874', 0.008102557980820014]
1;[376, '669', 0.008086354063550415]
1;[377, '182', 0.00799774624943465]
1;[378, '1074', 0.00799767914685804]
1;[379, '308', 0.00795017960902322]
1;[380, '170', 0.007949246206730796]
1;[381, '42', 0.007946103805789606]
1;[382, '772', 0.007933978967632664]
1;[383, '74', 0.007932638172824863]
1;[384, '140', 0.007750077890079599]
1;[385, '945', 0.0077487841812319035]
1;[386, '390', 0.007721782369742669]
1;[387, '1126', 0.0076802617521141035]
1;[388, '313', 0.007640770037449474]
1;[389, '770', 0.007624478895070957]
1;[390, '640', 0.007605828792163435]
1;[391, '8', 0.0075731065653752115]
1;[392, '65', 0.007569573956259209]
1;[393, '193', 0.007468643258175818]
1;[394, '233', 0.007426005695799181]
1;[395, '178', 0.007339215380959124]
1;[396, '863', 0.0073073047352446244]
1;[397, '156', 0.007297488443405054]
1;[398, '757', 0.007282600787121369]
1;[399, '424', 0.007263840131770478]
1;[400, '367', 0.00722706807949043]
1;[401, '420', 0.007158137437633206]
1;[402, '794', 0.007151067636838295]
1;[403, '1051', 0.007139784290438292]
1;[404, '341', 0.0071199087252565695]
1;[405, '703', 0.0070777429838820355]
1;[406, '361', 0.007017548110079737]
1;[407, '149', 0.006944366172955348]
1;[408, '743', 0.006923433410364751]
1;[409, '1141', 0.006839289244519949]
1;[410, '889', 0.006820610921991147]
1;[411, '888', 0.006790640109637806]
1;[412, '1056', 0.00675391146480098]
1;[413, '269', 0.006725996393420555]
1;[414, '981', 0.006718272838772876]
1;[415, '986', 0.0066746778419345945]
1;[416, '407', 0.0066506479459576915]
1;[417, '1053', 0.0066293755695553905]
1;[418, '292', 0.006592157115900933]
1;[419, '191', 0.0065917233821790435]
1;[420, '626', 0.0064899429160844985]
1;[421, '983', 0.006452427089953808]
1;[422, '736', 0.0063948101456059794]
1;[423, '1032', 0.006366445337358692]
1;[424, '21', 0.00633330519135281]
1;[425, '1043', 0.006297390573132741]
1;[426, '1046', 0.00626850621740082]
1;[427, '396', 0.006258943271558376]
1;[428, '1095', 0.006240626133013849]
1;[429, '1116', 0.0062344639915646325]
1;[430, '254', 0.0062120720538919455]
1;[431, '253', 0.006190171470131668]
1;[432, '227', 0.0061644575753020065]
1;[433, '169', 0.006027356265200853]
1;[434, '1226', 0.00602298225731093]
1;[435, '68', 0.005943566990045668]
1;[436, '252', 0.005934200447583216]
1;[437, '1010', 0.005912230674685656]
1;[438, '15', 0.005897115934812045]
1;[439, '454', 0.005856585060699926]
1;[440, '143', 0.005841231152919932]
1;[441, '569', 0.005811961559851977]
1;[442, '963', 0.005720359817682531]
1;[443, '274', 0.005720182842375741]
1;[444, '92', 0.0056959621880260805]
1;[445, '1052', 0.005549353425514425]
1;[446, '148', 0.005511194136702905]
1;[447, '1085', 0.005502305056448698]
1;[448, '598', 0.005491286170219963]
1;[449, '659', 0.005474993302005544]
1;[450, '221', 0.005389476105957885]
1;[451, '409', 0.005386192904042495]
1;[452, '886', 0.00536783776211122]
1;[453, '337', 0.005362341777379184]
1;[454, '336', 0.005334295992612166]
1;[455, '13', 0.005296651058710592]
1;[456, '584', 0.005185997324172594]
1;[457, '995', 0.00518110674446715]
1;[458, '368', 0.005167089950369343]
1;[459, '108', 0.005005819131361483]
1;[460, '209', 0.00500272947081939]
1;[461, '953', 0.004989018995060999]
1;[462, '731', 0.00498002634109912]
1;[463, '49', 0.0049553157096215664]
1;[464, '1073', 0.004945896984066038]
1;[465, '855', 0.0049299805355812985]
1;[466, '548', 0.00491991721776156]
1;[467, '717', 0.0048796546660654855]
1;[468, '418', 0.004871792515581773]
1;[469, '1038', 0.004855162125053822]
1;[470, '425', 0.004808463884555599]
1;[471, '616', 0.004791096295895532]
1;[472, '1012', 0.0047045929067173736]
1;[473, '683', 0.004703133056803176]
1;[474, '599', 0.004670088201770558]
1;[475, '85', 0.004669033816661025]
1;[476, '841', 0.004641256952771125]
1;[477, '232', 0.004641178375506556]
1;[478, '225', 0.004620231303349845]
1;[479, '1198', 0.00457411488011953]
1;[480, '371', 0.004561107072140649]
1;[481, '1076', 0.004535343176892567]
1;[482, '946', 0.00451662960113385]
1;[483, '408', 0.004488611239643477]
1;[484, '5', 0.004462345813742205]
1;[485, '749', 0.004416522968207592]
1;[486, '124', 0.004368296117966708]
1;[487, '1030', 0.004358546048037126]
1;[488, '457', 0.004357139289574118]
1;[489, '862', 0.004326355133763858]
1;[490, '137', 0.004318669878757989]
1;[491, '230', 0.004313427580577098]
1;[492, '1115', 0.004268587911810186]
1;[493, '176', 0.0041828881924636935]
1;[494, '707', 0.0041604267705026045]
1;[495, '849', 0.004128374000939233]
1;[496, '506', 0.00412633377791197]
1;[497, '750', 0.004117029172079189]
1;[498, '342', 0.004003132047301455]
1;[499, '486', 0.004001803236757761]
1;[500, '706', 0.003952718749733592]
1;[501, '956', 0.0039307149416469575]
1;[502, '155', 0.003924423625314111]
1;[503, '1021', 0.003912897662182772]
1;[504, '416', 0.003862377409386805]
1;[505, '685', 0.0038610062376776416]
1;[506, '312', 0.0038299764488227074]
1;[507, '245', 0.003817335299556747]
1;[508, '591', 0.003725093243153995]
1;[509, '947', 0.00372460926517928]
1;[510, '134', 0.003679261321089149]
1;[511, '702', 0.0036788084299804124]
1;[512, '161', 0.003636943327419959]
1;[513, '608', 0.0036268009421134627]
1;[514, '261', 0.0036036306762541504]
1;[515, '653', 0.0035666577411007745]
1;[516, '234', 0.003545613352260554]
1;[517, '896', 0.0035391038781226298]
1;[518, '93', 0.0035142285461620434]
1;[519, '255', 0.003469764638724345]
1;[520, '572', 0.0034659728026328386]
1;[521, '22', 0.0034522193706092523]
1;[522, '535', 0.0034504184688806156]
1;[523, '686', 0.003397759017522569]
1;[524, '647', 0.0033371420067401115]
1;[525, '1200', 0.0033047187833412017]
1;[526, '410', 0.003201088206210139]
1;[527, '771', 0.0031833466729146395]
1;[528, '259', 0.003159832924510873]
1;[529, '1222', 0.0031482980018862784]
1;[530, '976', 0.003144086216799754]
1;[531, '573', 0.0030607748376342264]
1;[532, '248', 0.003037090199578566]
1;[533, '123', 0.002999181992794793]
1;[534, '613', 0.0029695138766745945]
1;[535, '795', 0.0029247261340193333]
1;[536, '748', 0.002835998451962104]
1;[537, '1034', 0.002667328469233743]
1;[538, '585', 0.002659507447529786]
1;[539, '575', 0.002583805085104392]
1;[540, '393', 0.0025493784802280016]
1;[541, '895', 0.002477333577002667]
1;[542, '565', 0.0024693848943214414]
1;[543, '348', 0.002440442092925603]
1;[544, '955', 0.0024075809631987433]
1;[545, '993', 0.0023895856494893578]
1;[546, '660', 0.001469586764093083]
2;[1, '160', 0.2372406818016869]
2;[2, '980', 0.2104347706916755]
2;[3, '1', 0.17603788568718784]
2;[4, '754', 0.16220279867105697]
2;[5, '733', 0.14085157080261712]
2;[6, '6', 0.1331674244259241]
2;[7, '265', 0.1201578813666662]
2;[8, '1078', 0.11828391394531433]
2;[9, '459', 0.11760467419085667]
2;[10, '481', 0.10873569950290034]
2;[11, '912', 0.10739719135963254]
2;[12, '271', 0.10641879356598194]
2;[13, '159', 0.10067330258700717]
2;[14, '1197', 0.10039265366395982]
2;[15, '62', 0.10002274037909475]
2;[16, '555', 0.09894631047099521]
2;[17, '499', 0.0985728284719809]
2;[18, '11', 0.09482466440441949]
2;[19, '151', 0.0917258204602309]
2;[20, '179', 0.08844012418172183]
2;[21, '463', 0.08578526442933987]
2;[22, '1071', 0.0824803941657438]
2;[23, '1125', 0.08173714895308301]
2;[24, '176', 0.08146907806351536]
2;[25, '80', 0.08068032965755685]
2;[26, '682', 0.07770742628110966]
2;[27, '975', 0.07686626999567552]
2;[28, '25', 0.07548179220195317]
2;[29, '427', 0.07496507453820116]
2;[30, '827', 0.07357777712668136]
2;[31, '874', 0.07353876885483196]
2;[32, '1067', 0.07271826771689657]
2;[33, '1064', 0.0718264891711227]
2;[34, '921', 0.0709976944805341]
2;[35, '790', 0.06895311949310806]
2;[36, '550', 0.06835048295745837]
2;[37, '758', 0.06566632319207934]
2;[38, '776', 0.06509243985411406]
2;[39, '345', 0.06498705173487838]
2;[40, '7', 0.0642328699876681]
2;[41, '609', 0.06387643302185372]
2;[42, '598', 0.06299482466524806]
2;[43, '1102', 0.062123262900348156]
2;[44, '618', 0.06203385980760602]
2;[45, '1145', 0.06191265824849468]
2;[46, '429', 0.06181618081308972]
2;[47, '588', 0.060581126764437825]
2;[48, '571', 0.0605445868013949]
2;[49, '913', 0.059971294487414145]
2;[50, '225', 0.058985545309264024]
2;[51, '666', 0.05889960332088311]
2;[52, '788', 0.058889429830056475]
2;[53, '114', 0.05794784209854732]
2;[54, '457', 0.05727312998097464]
2;[55, '1112', 0.05577543987753078]
2;[56, '867', 0.05574410893239958]
2;[57, '736', 0.05503799805517291]
2;[58, '568', 0.054685731110780865]
2;[59, '400', 0.05450570236876174]
2;[60, '989', 0.054457633937839756]
2;[61, '634', 0.05430980962901306]
2;[62, '41', 0.054278712082324695]
2;[63, '417', 0.0540121190776274]
2;[64, '823', 0.052794485591290234]
2;[65, '863', 0.05238202207127033]
2;[66, '32', 0.0514888798642873]
2;[67, '1192', 0.05144090428901114]
2;[68, '909', 0.05056977028676549]
2;[69, '1019', 0.04997118349719297]
2;[70, '148', 0.04743300977996296]
2;[71, '226', 0.04735118434737324]
2;[72, '137', 0.04684748089939881]
2;[73, '473', 0.046729077628287326]
2;[74, '564', 0.04663579486454502]
2;[75, '896', 0.046547166404012616]
2;[76, '614', 0.04654240114083565]
2;[77, '266', 0.04557958212815142]
2;[78, '956', 0.04508399836306146]
2;[79, '742', 0.044571521926719065]
2;[80, '187', 0.043878700938114114]
2;[81, '958', 0.04387788960849023]
2;[82, '600', 0.043176438255008644]
2;[83, '515', 0.042463685492718554]
2;[84, '57', 0.042342785363932454]
2;[85, '533', 0.04219193633428779]
2;[86, '1215', 0.041226488993077626]
2;[87, '15', 0.04088931940905612]
2;[88, '696', 0.04071794072157953]
2;[89, '1081', 0.04045882147467356]
2;[90, '28', 0.03980509528751879]
2;[91, '889', 0.03941966264346814]
2;[92, '177', 0.03810541436766808]
2;[93, '969', 0.03735715910343786]
2;[94, '988', 0.03697904396349381]
2;[95, '202', 0.0358058603653311]
2;[96, '651', 0.035585565839550345]
2;[97, '447', 0.035495479027639165]
2;[98, '346', 0.03512552892406566]
2;[99, '546', 0.03510620028204068]
2;[100, '321', 0.03492285133714311]
2;[101, '842', 0.03468474082439177]
2;[102, '531', 0.033832494757737044]
2;[103, '1063', 0.033461920446322]
2;[104, '514', 0.03297365808221548]
2;[105, '311', 0.0328022739542386]
2;[106, '458', 0.032798626752799195]
2;[107, '188', 0.03248734282382558]
2;[108, '540', 0.032287064079140074]
2;[109, '166', 0.03190789977799344]
2;[110, '983', 0.03161332988731626]
2;[111, '302', 0.031008639324137426]
2;[112, '324', 0.03090995186994056]
2;[113, '778', 0.030161129374652915]
2;[114, '784', 0.029585480522463032]
2;[115, '134', 0.029452387170644745]
2;[116, '887', 0.029360071312250668]
2;[117, '873', 0.029222721402309297]
2;[118, '589', 0.029208664351065682]
2;[119, '914', 0.028469624500296505]
2;[120, '1051', 0.028171260768311734]
2;[121, '1121', 0.0277919009291354]
2;[122, '31', 0.02771798118173272]
2;[123, '683', 0.02718171738381486]
2;[124, '787', 0.026822511615010928]
2;[125, '820', 0.02672006241632497]
2;[126, '523', 0.026574106604041074]
2;[127, '905', 0.026411260362607235]
2;[128, '453', 0.026033578215635043]
2;[129, '1082', 0.025924968061934592]
2;[130, '782', 0.02571311246197559]
2;[131, '982', 0.02568285147543703]
2;[132, '243', 0.025460679782146414]
2;[133, '1188', 0.025298305544096292]
2;[134, '124', 0.025246530151986676]
2;[135, '210', 0.025214208693558917]
2;[136, '1029', 0.02518723417951104]
2;[137, '970', 0.025156155964731388]
2;[138, '864', 0.024830954961418884]
2;[139, '99', 0.024650319472806]
2;[140, '707', 0.024045151031454656]
2;[141, '973', 0.023791492072238803]
2;[142, '47', 0.02366908146517362]
2;[143, '152', 0.02350208484021768]
2;[144, '43', 0.023040917627781862]
2;[145, '386', 0.02300071893585706]
2;[146, '901', 0.022819536137470706]
2;[147, '710', 0.02276312070358731]
2;[148, '840', 0.022738950820903176]
2;[149, '403', 0.02273805653396401]
2;[150, '200', 0.022722506812580485]
2;[151, '957', 0.02264347473090085]
2;[152, '878', 0.022348053683074385]
2;[153, '987', 0.022182006816020863]
2;[154, '462', 0.02218144005829137]
2;[155, '1092', 0.022150656021972904]
2;[156, '184', 0.02211439156429106]
2;[157, '725', 0.02171348683425597]
2;[158, '48', 0.02169906625397101]
2;[159, '1199', 0.021628029467281772]
2;[160, '316', 0.021470805013066724]
2;[161, '731', 0.021430712862089987]
2;[162, '1073', 0.021283842865699107]
2;[163, '366', 0.021131484390889396]
2;[164, '865', 0.021131106964769795]
2;[165, '804', 0.020995929644258927]
2;[166, '74', 0.02086640244361357]
2;[167, '365', 0.020863433397997597]
2;[168, '813', 0.02085227607948003]
2;[169, '261', 0.020827152754246483]
2;[170, '1216', 0.020777107501958342]
2;[171, '679', 0.02073859810268492]
2;[172, '821', 0.020686483437067256]
2;[173, '677', 0.02047890453236019]
2;[174, '256', 0.02030593374310707]
2;[175, '81', 0.019867547184359898]
2;[176, '141', 0.01964274991785718]
2;[177, '638', 0.01963889352929203]
2;[178, '178', 0.01930543388252342]
2;[179, '999', 0.018985531121010767]
2;[180, '611', 0.01873733484718291]
2;[181, '809', 0.018714343245365833]
